PROVINCIA;CAMPAÑA;DISTRITO;RDTO_KG/HA
SAN ROMAN;2014/2015;CABANILLAS;14349.74
SAN ROMAN;2015/2016;CABANILLAS;11470.73
SAN ROMAN;2016/2017;CABANILLAS;13007.32
SAN ROMAN;2017/2018;CABANILLAS;13827.5
SAN ROMAN;1996/1997;CARACOTO;6592.59
SAN ROMAN;1997/1998;CARACOTO;7216.67
SAN ROMAN;1998/1999;CARACOTO;8016.67
SAN ROMAN;1999/2000;CARACOTO;8446.7
SAN ROMAN;2000/2001;CARACOTO;7206.67
SAN ROMAN;2001/2002;CARACOTO;9172.55
SAN ROMAN;2002/2003;CARACOTO;9647.06
SAN ROMAN;2003/2004;CARACOTO;10326.47
SAN ROMAN;2004/2005;CARACOTO;9721.21
SAN ROMAN;2005/2006;CARACOTO;9494.95
SAN ROMAN;2006/2007;CARACOTO;9731.11
SAN ROMAN;2007/2008;CARACOTO;7835.16
SAN ROMAN;2008/2009;CARACOTO;9840.49
SAN ROMAN;2009/2010;CARACOTO;11804.26
SAN ROMAN;2010/2011;CARACOTO;12118.84
SAN ROMAN;2011/2012;CARACOTO;7974.55
SAN ROMAN;2012/2013;CARACOTO;11615.38
SAN ROMAN;2013/2014;CARACOTO;11388.76
SAN ROMAN;2014/2015;CARACOTO;12601.25
SAN ROMAN;2015/2016;CARACOTO;10643.77
SAN ROMAN;2016/2017;CARACOTO;11919
SAN ROMAN;2017/2018;CARACOTO;12576.77
SAN ROMAN;1996/1997;JULIACA;6558.78
SAN ROMAN;1997/1998;JULIACA;6579.25
SAN ROMAN;1998/1999;JULIACA;8015.09
SAN ROMAN;1999/2000;JULIACA;9573.58
SAN ROMAN;2000/2001;JULIACA;7393.02
SAN ROMAN;2001/2002;JULIACA;9575.61
SAN ROMAN;2002/2003;JULIACA;10310.57
SAN ROMAN;2003/2004;JULIACA;8462.12
SAN ROMAN;2004/2005;JULIACA;8836.55
SAN ROMAN;2005/2006;JULIACA;7072.86
SAN ROMAN;2006/2007;JULIACA;7697.05
SAN ROMAN;2007/2008;JULIACA;6153.03
SAN ROMAN;2008/2009;JULIACA;11894.81
SAN ROMAN;2009/2010;JULIACA;12525.94
SAN ROMAN;2010/2011;JULIACA;11283.43
SAN ROMAN;2011/2012;JULIACA;9673.68
SAN ROMAN;2012/2013;JULIACA;12868.81
SAN ROMAN;2013/2014;JULIACA;11877.14
SAN ROMAN;2014/2015;JULIACA;12186.78
SAN ROMAN;2015/2016;JULIACA;10378.03
SAN ROMAN;2016/2017;JULIACA;11499.05
SAN ROMAN;2017/2018;JULIACA;12684.85
YUNGUYO;1996/1997;ANAPIA;6627.27
YUNGUYO;1997/1998;ANAPIA;6663.64
YUNGUYO;1998/1999;ANAPIA;8565.22
YUNGUYO;1999/2000;ANAPIA;9230.09
YUNGUYO;2000/2001;ANAPIA;8133.33
YUNGUYO;2001/2002;ANAPIA;10633.93
YUNGUYO;2002/2003;ANAPIA;10364.49
YUNGUYO;2003/2004;ANAPIA;9300
YUNGUYO;2004/2005;ANAPIA;10904.35
YUNGUYO;2005/2006;ANAPIA;10805.08
YUNGUYO;2006/2007;ANAPIA;10200
YUNGUYO;2007/2008;ANAPIA;10487.6
YUNGUYO;2008/2009;ANAPIA;11204.92
YUNGUYO;2009/2010;ANAPIA;11801.59
YUNGUYO;2010/2011;ANAPIA;12677.17
YUNGUYO;2011/2012;ANAPIA;11491.8
YUNGUYO;2012/2013;ANAPIA;10681.82
YUNGUYO;2013/2014;ANAPIA;11800
YUNGUYO;2014/2015;ANAPIA;12351.56
YUNGUYO;2015/2016;ANAPIA;11674.42
YUNGUYO;2016/2017;ANAPIA;12716.54
YUNGUYO;2017/2018;ANAPIA;12562.5
YUNGUYO;1996/1997;COPANI;6621.94
YUNGUYO;1997/1998;COPANI;5918.12
YUNGUYO;1998/1999;COPANI;8224.62
YUNGUYO;1999/2000;COPANI;9022.67
YUNGUYO;2000/2001;COPANI;7155.17
YUNGUYO;2001/2002;COPANI;8942.69
YUNGUYO;2002/2003;COPANI;9916.1
YUNGUYO;2003/2004;COPANI;8794.33
YUNGUYO;2004/2005;COPANI;10037.97
YUNGUYO;2005/2006;COPANI;10021.04
YUNGUYO;2006/2007;COPANI;9827.97
YUNGUYO;2007/2008;COPANI;9086.59
YUNGUYO;2008/2009;COPANI;9101.81
YUNGUYO;2009/2010;COPANI;11758.33
YUNGUYO;2010/2011;COPANI;12125
YUNGUYO;2011/2012;COPANI;11658.54
YUNGUYO;2012/2013;COPANI;11654.22
YUNGUYO;2013/2014;COPANI;11507.63
YUNGUYO;2014/2015;COPANI;12565.28
YUNGUYO;2015/2016;COPANI;10445.06
YUNGUYO;2016/2017;COPANI;12564.72
YUNGUYO;2017/2018;COPANI;13204.51
YUNGUYO;1996/1997;CUTURAPI;6424.62
YUNGUYO;1997/1998;CUTURAPI;7908.33
YUNGUYO;1998/1999;CUTURAPI;9909.09
YUNGUYO;1999/2000;CUTURAPI;10940.81
YUNGUYO;2000/2001;CUTURAPI;9356.25
YUNGUYO;2001/2002;CUTURAPI;11590.06
YUNGUYO;2002/2003;CUTURAPI;11124.61
YUNGUYO;2003/2004;CUTURAPI;9941.9
YUNGUYO;2004/2005;CUTURAPI;12131.1
YUNGUYO;2005/2006;CUTURAPI;11008.82
YUNGUYO;2006/2007;CUTURAPI;11090.12
YUNGUYO;2007/2008;CUTURAPI;11291.91
YUNGUYO;2008/2009;CUTURAPI;10574.71
YUNGUYO;2009/2010;CUTURAPI;12786.98
YUNGUYO;2010/2011;CUTURAPI;13729.97
YUNGUYO;2011/2012;CUTURAPI;13436.71
YUNGUYO;2012/2013;CUTURAPI;11962.21
YUNGUYO;2013/2014;CUTURAPI;13352.77
YUNGUYO;2014/2015;CUTURAPI;13873.9
YUNGUYO;2015/2016;CUTURAPI;12502.92
YUNGUYO;2016/2017;CUTURAPI;14174.04
YUNGUYO;2017/2018;CUTURAPI;14026.22
YUNGUYO;1996/1997;OLLARAYA;6301.96
YUNGUYO;1997/1998;OLLARAYA;6305.83
YUNGUYO;1998/1999;OLLARAYA;8951.43
YUNGUYO;1999/2000;OLLARAYA;9891.11
YUNGUYO;2000/2001;OLLARAYA;7949.89
YUNGUYO;2001/2002;OLLARAYA;9885.42
YUNGUYO;2002/2003;OLLARAYA;9198.33
YUNGUYO;2003/2004;OLLARAYA;9936
YUNGUYO;2004/2005;OLLARAYA;10498.01
YUNGUYO;2005/2006;OLLARAYA;10371.03
YUNGUYO;2006/2007;OLLARAYA;10134.39
YUNGUYO;2007/2008;OLLARAYA;9357.14
YUNGUYO;2008/2009;OLLARAYA;10840.24
YUNGUYO;2009/2010;OLLARAYA;10829.75
YUNGUYO;2010/2011;OLLARAYA;12109.38
YUNGUYO;2011/2012;OLLARAYA;11010.94
YUNGUYO;2012/2013;OLLARAYA;11076.15
YUNGUYO;2013/2014;OLLARAYA;11778.22
YUNGUYO;2014/2015;OLLARAYA;12722.55
YUNGUYO;2015/2016;OLLARAYA;10876
YUNGUYO;2016/2017;OLLARAYA;13722.75
YUNGUYO;2017/2018;OLLARAYA;13612.5
YUNGUYO;1996/1997;TINICACHI;6466.67
YUNGUYO;1997/1998;TINICACHI;6530.43
YUNGUYO;1998/1999;TINICACHI;8814.43
YUNGUYO;1999/2000;TINICACHI;8809.09
YUNGUYO;2000/2001;TINICACHI;8222.22
YUNGUYO;2001/2002;TINICACHI;10300
YUNGUYO;2002/2003;TINICACHI;10589.15
YUNGUYO;2003/2004;TINICACHI;9629.63
YUNGUYO;2004/2005;TINICACHI;10845.59
YUNGUYO;2005/2006;TINICACHI;10678.83
YUNGUYO;2006/2007;TINICACHI;10875.91
YUNGUYO;2007/2008;TINICACHI;10733.81
YUNGUYO;2008/2009;TINICACHI;10892.86
YUNGUYO;2009/2010;TINICACHI;11845.07
YUNGUYO;2010/2011;TINICACHI;12378.57
YUNGUYO;2011/2012;TINICACHI;10976.92
YUNGUYO;2012/2013;TINICACHI;10814.29
YUNGUYO;2013/2014;TINICACHI;12149.25
YUNGUYO;2014/2015;TINICACHI;12992.42
YUNGUYO;2015/2016;TINICACHI;12107.69
YUNGUYO;2016/2017;TINICACHI;13329.27
YUNGUYO;2017/2018;TINICACHI;13384.62
YUNGUYO;1996/1997;YUNGUYO;6148.33
YUNGUYO;1997/1998;YUNGUYO;7749.55
YUNGUYO;1998/1999;YUNGUYO;9756.22
YUNGUYO;1999/2000;YUNGUYO;10977.84
YUNGUYO;2000/2001;YUNGUYO;8507.21
YUNGUYO;2001/2002;YUNGUYO;10743.62
YUNGUYO;2002/2003;YUNGUYO;10597.8
YUNGUYO;2003/2004;YUNGUYO;9869.84
YUNGUYO;2004/2005;YUNGUYO;11241.63
YUNGUYO;2005/2006;YUNGUYO;10182.76
YUNGUYO;2006/2007;YUNGUYO;9841.89
YUNGUYO;2007/2008;YUNGUYO;9522.05
YUNGUYO;2008/2009;YUNGUYO;9798.36
YUNGUYO;2009/2010;YUNGUYO;11483.61
YUNGUYO;2010/2011;YUNGUYO;12606.92
YUNGUYO;2011/2012;YUNGUYO;11045.86
YUNGUYO;2012/2013;YUNGUYO;10561.35
YUNGUYO;2013/2014;YUNGUYO;12002.04
YUNGUYO;2014/2015;YUNGUYO;12210.53
YUNGUYO;2015/2016;YUNGUYO;11118.95
YUNGUYO;2016/2017;YUNGUYO;12664.31
YUNGUYO;2017/2018;YUNGUYO;13465.67
YUNGUYO;1996/1997;UNICACHI;6575
YUNGUYO;1997/1998;UNICACHI;7800
YUNGUYO;1998/1999;UNICACHI;9278.26
YUNGUYO;1999/2000;UNICACHI;10148.15
YUNGUYO;2000/2001;UNICACHI;8531.1
YUNGUYO;2001/2002;UNICACHI;10020
YUNGUYO;2002/2003;UNICACHI;9383.42
YUNGUYO;2003/2004;UNICACHI;10080.81
YUNGUYO;2004/2005;UNICACHI;10965.17
YUNGUYO;2005/2006;UNICACHI;10862.07
YUNGUYO;2006/2007;UNICACHI;10789.22
YUNGUYO;2007/2008;UNICACHI;10495.1
YUNGUYO;2008/2009;UNICACHI;10219.51
YUNGUYO;2009/2010;UNICACHI;10427.18
YUNGUYO;2010/2011;UNICACHI;12289.86
YUNGUYO;2011/2012;UNICACHI;11231.18
YUNGUYO;2012/2013;UNICACHI;11322.12
YUNGUYO;2013/2014;UNICACHI;12350.52
YUNGUYO;2014/2015;UNICACHI;12906.25
YUNGUYO;2015/2016;UNICACHI;12162.3
YUNGUYO;2016/2017;UNICACHI;13370
YUNGUYO;2017/2018;UNICACHI;13129.63
